,cordinates_y,cordinates_x,area,binarize_threshold_adjustment_otsu,binarize_threshold_value,green_mean_intensity,green_mean_intensity_log1p,segmentation_scale_factor,number_of_all_objects,cell_size_filter_min,cell_size_filter_max,number_of_removed_object,number_of_remained_object,file_path_BF,file_path_Green,GFP_positive_cell
691,712.5454545454545,557.3030303030303,33,0,0.49613972962622555,98.36363636363636,4.598786215378168,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,True
692,713.0,307.3076923076923,13,0,0.49613972962622555,18.615384615384617,2.9763141876968895,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
695,718.7692307692307,1088.6923076923076,26,0,0.49613972962622555,16.346153846153847,2.8533708014811965,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
696,720.03125,167.15625,32,0,0.49613972962622555,14.4375,2.736799614388196,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
697,719.4074074074074,585.074074074074,27,0,0.49613972962622555,10.11111111111111,2.407945608651872,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
698,720.5909090909091,737.2727272727273,22,0,0.49613972962622555,17.40909090909091,2.912844613748223,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
699,722.1379310344828,1207.3103448275863,29,0,0.49613972962622555,14.448275862068966,2.7374974024285113,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
700,722.6666666666666,219.08333333333334,12,0,0.49613972962622555,14.333333333333334,2.7300291078209855,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
701,730.0425531914893,873.7659574468086,47,0,0.49613972962622555,19.680851063829788,3.0292082027503806,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
702,725.0344827586207,869.7586206896551,29,0,0.49613972962622555,45.44827586206897,3.83833934642389,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,True
704,726.7,451.75,20,0,0.49613972962622555,13.65,2.6844403354630764,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
705,725.8846153846154,641.6923076923077,26,0,0.49613972962622555,16.884615384615383,2.883940867565874,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
706,727.8181818181819,1212.5454545454545,11,0,0.49613972962622555,5.909090909090909,1.9328380674879606,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
707,730.0384615384615,1020.6730769230769,52,0,0.49613972962622555,13.51923076923077,2.6754740306675973,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
708,728.6296296296297,1207.148148148148,27,0,0.49613972962622555,11.074074074074074,2.4910605153623786,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
709,729.0357142857143,960.1071428571429,28,0,0.49613972962622555,16.607142857142858,2.868304663867486,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
711,730.3888888888889,866.7777777777778,18,0,0.49613972962622555,46.833333333333336,3.867722746531566,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,True
714,734.2222222222222,804.5,18,0,0.49613972962622555,19.77777777777778,3.0338840395183673,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
716,735.8947368421053,328.0,19,0,0.49613972962622555,15.421052631578947,2.798564208643042,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
720,738.7758620689655,399.62068965517244,58,0,0.49613972962622555,13.60344827586207,2.6812576841056353,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
721,738.7777777777778,834.1481481481482,27,0,0.49613972962622555,17.185185185185187,2.9006072617901917,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
725,744.8947368421053,698.421052631579,19,0,0.49613972962622555,17.526315789473685,2.9191921964316565,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
726,745.0357142857143,1246.4285714285713,28,0,0.49613972962622555,15.642857142857142,2.8119811239504418,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
728,747.6,1208.95,20,0,0.49613972962622555,17.75,2.9311937524164198,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
731,752.6666666666666,40.46666666666667,30,0,0.49613972962622555,13.866666666666667,2.699121570357909,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
732,752.3333333333334,422.4848484848485,33,0,0.49613972962622555,13.969696969696969,2.706027955721442,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
734,759.5833333333334,331.25,48,0,0.49613972962622555,12.166666666666666,2.5776883832389665,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
738,765.4444444444445,1225.888888888889,27,0,0.49613972962622555,14.62962962962963,2.749168448031683,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
739,769.0408163265306,637.8775510204082,49,0,0.49613972962622555,13.83673469387755,2.6971061794228928,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
741,769.8666666666667,6.566666666666666,30,0,0.49613972962622555,12.266666666666667,2.585254623622282,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
743,773.3684210526316,12.368421052631579,38,0,0.49613972962622555,11.657894736842104,2.5382811103793754,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
744,772.3181818181819,1223.4545454545455,22,0,0.49613972962622555,14.090909090909092,2.7140925155581725,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
747,777.5,646.5,16,0,0.49613972962622555,16.25,2.847812143477369,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
748,777.5833333333334,1054.4166666666667,12,0,0.49613972962622555,10.416666666666666,2.4350742760401247,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
749,784.5588235294117,255.30882352941177,68,0,0.49613972962622555,11.205882352941176,2.5019179956145368,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
750,781.7142857142857,534.3809523809524,21,0,0.49613972962622555,16.714285714285715,2.8743714165497236,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
751,783.9423076923077,1125.4038461538462,52,0,0.49613972962622555,11.865384615384615,2.554540341546801,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
753,786.90625,1117.125,32,0,0.49613972962622555,7.9375,2.1902559080201263,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
755,785.75,748.4375,16,0,0.49613972962622555,18.875,2.9894626605403958,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
758,788.0,9.72,25,0,0.49613972962622555,14.76,2.757475084429733,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
759,789.9444444444445,357.6666666666667,18,0,0.49613972962622555,15.555555555555555,2.8067217286092396,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
772,797.8823529411765,834.4117647058823,17,0,0.49613972962622555,16.470588235294116,2.8605187947464836,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
774,800.875,269.9791666666667,48,0,0.49613972962622555,13.520833333333334,2.675584399852633,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
778,800.8888888888889,1129.0555555555557,18,0,0.49613972962622555,28.72222222222222,3.3918949889998418,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
780,806.448275862069,563.7586206896551,58,0,0.49613972962622555,12.051724137931034,2.5689202428910294,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
784,806.280701754386,648.280701754386,57,0,0.49613972962622555,13.157894736842104,2.650272400435399,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
785,803.125,793.3125,16,0,0.49613972962622555,18.5625,2.973614468300372,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
786,803.7,805.8,20,0,0.49613972962622555,18.55,2.972975286431375,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
789,805.7857142857143,849.5,14,0,0.49613972962622555,5.5,1.8718021769015913,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
790,805.3571428571429,427.7857142857143,14,0,0.49613972962622555,20.571428571428573,3.0713696877596113,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
791,809.9130434782609,585.0434782608696,46,0,0.49613972962622555,13.91304347826087,2.7022362312367902,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
793,808.1176470588235,1210.5882352941176,17,0,0.49613972962622555,17.470588235294116,2.9161796418520374,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
798,813.8653846153846,120.61538461538461,52,0,0.49613972962622555,14.307692307692308,2.7283554672629555,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
805,819.2307692307693,1020.5,26,0,0.49613972962622555,12.076923076923077,2.570849079588725,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
807,819.5294117647059,700.6470588235294,17,0,0.49613972962622555,19.88235294117647,3.0389044454192,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
809,825.6428571428571,422.7142857142857,14,0,0.49613972962622555,55.92857142857143,4.041797349174956,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,True
813,827.7647058823529,286.4117647058824,17,0,0.49613972962622555,16.58823529411765,2.8672302293344702,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
814,833.0344827586207,82.01724137931035,58,0,0.49613972962622555,12.517241379310345,2.6039660098039885,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
815,831.829268292683,495.9512195121951,41,0,0.49613972962622555,16.29268292682927,2.8502834598278195,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
817,831.375,1135.0,16,0,0.49613972962622555,16.625,2.8693183486983322,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
820,832.6153846153846,1006.6153846153846,13,0,0.49613972962622555,18.923076923076923,2.991878704238001,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
822,836.6363636363636,745.5454545454545,11,0,0.49613972962622555,9.636363636363637,2.3642786619993856,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
823,837.4117647058823,1144.8823529411766,17,0,0.49613972962622555,18.705882352941178,2.9809171877688505,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
830,843.76,1030.2,25,0,0.49613972962622555,17.08,2.89480635496403,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
831,842.0,1185.0714285714287,14,0,0.49613972962622555,8.714285714285714,2.2735975561207935,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
833,849.6333333333333,317.6666666666667,30,0,0.49613972962622555,16.066666666666666,2.8371272433773522,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
834,848.3333333333334,358.25,12,0,0.49613972962622555,12.833333333333334,2.627081138568543,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
835,850.276923076923,718.1692307692308,65,0,0.49613972962622555,9.984615384615385,2.3964956924439473,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
836,849.0,795.5,16,0,0.49613972962622555,19.3125,3.011236460089956,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
838,853.3333333333334,772.2727272727273,33,0,0.49613972962622555,15.454545454545455,2.8006017584674554,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
839,856.04,1227.36,25,0,0.49613972962622555,15.04,2.7750856024383683,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
840,855.5,643.5,12,0,0.49613972962622555,16.416666666666668,2.8574276021768106,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
842,856.5588235294117,1158.7058823529412,34,0,0.49613972962622555,9.382352941176471,2.3401075323171354,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
844,860.0238095238095,998.6428571428571,42,0,0.49613972962622555,15.19047619047619,2.784423179886784,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
845,859.5,698.0,12,0,0.49613972962622555,28.25,3.3758795736778655,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
846,862.0909090909091,1150.9545454545455,22,0,0.49613972962622555,12.727272727272727,2.6193845640165536,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
847,862.4166666666666,1156.5833333333333,12,0,0.49613972962622555,12.25,2.583997552432231,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
848,862.3225806451613,1180.3548387096773,31,0,0.49613972962622555,16.032258064516128,2.835109079221115,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
849,863.8421052631579,563.1578947368421,19,0,0.49613972962622555,16.36842105263158,2.8546536752940854,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
853,867.84,1153.6,25,0,0.49613972962622555,14.04,2.7107133185216936,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
854,872.3617021276596,519.2340425531914,47,0,0.49613972962622555,14.72340425531915,2.755150319238143,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
859,878.7234042553191,18.76595744680851,47,0,0.49613972962622555,12.574468085106384,2.6081906816347313,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
860,877.9666666666667,384.8,30,0,0.49613972962622555,15.533333333333333,2.805378545062772,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
863,882.2692307692307,582.9615384615385,26,0,0.49613972962622555,16.576923076923077,2.8665868528727225,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
864,889.34,442.38,50,0,0.49613972962622555,13.46,2.671386216730619,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
865,891.4848484848485,99.0,33,0,0.49613972962622555,13.606060606060606,2.68143655258412,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
868,892.3055555555555,892.1388888888889,36,0,0.49613972962622555,16.555555555555557,2.8653704556907473,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
872,895.7391304347826,477.2608695652174,23,0,0.49613972962622555,15.652173913043478,2.8125407732514964,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
873,898.8518518518518,1201.1851851851852,27,0,0.49613972962622555,14.777777777777779,2.7586024802650413,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
875,899.8421052631579,1158.842105263158,19,0,0.49613972962622555,18.05263157894737,2.9472052326593308,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
877,902.95,326.05,20,0,0.49613972962622555,12.55,2.60638654732571,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
880,907.3888888888889,772.9074074074074,54,0,0.49613972962622555,15.555555555555555,2.8067217286092396,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
881,907.6904761904761,1106.095238095238,42,0,0.49613972962622555,13.047619047619047,2.6424529186163968,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
885,909.3421052631579,77.52631578947368,38,0,0.49613972962622555,12.368421052631579,2.592895287852096,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
888,917.2424242424242,327.5151515151515,33,0,0.49613972962622555,14.454545454545455,2.7379031642518914,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
891,919.1111111111111,892.6111111111111,18,0,0.49613972962622555,13.777777777777779,2.6931245508855346,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
892,920.5833333333334,157.58333333333334,24,0,0.49613972962622555,13.125,2.6479462770325046,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
894,920.3333333333334,1244.4888888888888,45,0,0.49613972962622555,12.311111111111112,2.5885991083451296,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
896,923.25,829.75,20,0,0.49613972962622555,17.25,2.9041650800285006,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
897,924.7272727272727,749.3181818181819,22,0,0.49613972962622555,18.5,2.970414465569701,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
898,925.640625,883.578125,64,0,0.49613972962622555,12.125,2.5745188084776873,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
900,926.5882352941177,1117.8823529411766,17,0,0.49613972962622555,17.647058823529413,2.9256884298210646,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
901,932.2051282051282,5.384615384615385,39,0,0.49613972962622555,12.871794871794872,2.6298576327168353,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
903,947.75,257.0769230769231,52,0,0.49613972962622555,13.288461538461538,2.6594523261363316,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
907,948.4285714285714,303.7857142857143,28,0,0.49613972962622555,15.785714285714286,2.8205281845289005,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
908,952.5686274509804,809.0,51,0,0.49613972962622555,15.666666666666666,2.8134107167600364,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
909,950.88,1247.4,25,0,0.49613972962622555,15.92,2.8284963541780774,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
910,955.0967741935484,169.5,62,0,0.49613972962622555,54.11290322580645,4.0093838670702,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,True
912,952.969696969697,714.2121212121212,33,0,0.49613972962622555,9.06060606060606,2.3086274074500084,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
913,955.6279069767442,417.5348837209302,43,0,0.49613972962622555,12.627906976744185,2.6121196738834502,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
915,957.5625,93.0625,32,0,0.49613972962622555,12.03125,2.567350318999075,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
916,957.8888888888889,5.722222222222222,18,0,0.49613972962622555,12.555555555555555,2.606796467397037,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
917,957.6153846153846,661.3846153846154,13,0,0.49613972962622555,17.692307692307693,2.928112085879012,1,922,10,70,410,512,./test_data/control1_bf.JPG,./test_data/control1_gfp.JPG,False
0,2.4705882352941178,229.85294117647058,34,0,0.4896086519607843,10.911764705882353,2.4775265424903776,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
3,1.6923076923076923,974.3846153846154,13,0,0.4896086519607843,11.0,2.4849066497880004,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
7,8.0,462.8378378378378,37,0,0.4896086519607843,15.054054054054054,2.7759614067184204,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
8,9.151515151515152,1045.4242424242425,33,0,0.4896086519607843,13.212121212121213,2.6540952069797994,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
9,9.921052631578947,278.2105263157895,38,0,0.4896086519607843,14.710526315789474,2.754330953666216,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
11,9.3,1145.8,20,0,0.4896086519607843,13.35,2.66374994220563,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
12,9.571428571428571,1177.2857142857142,28,0,0.4896086519607843,14.607142857142858,2.747728684920386,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
15,18.266666666666666,144.73333333333332,45,0,0.4896086519607843,12.777777777777779,2.6230569882688175,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
16,21.536585365853657,237.6829268292683,41,0,0.4896086519607843,15.121951219512194,2.7801817731473784,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
17,20.956521739130434,138.6086956521739,23,0,0.4896086519607843,16.956521739130434,2.887953377031883,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
19,22.11764705882353,5.588235294117647,17,0,0.4896086519607843,16.294117647058822,2.8503664232824653,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
20,21.94736842105263,781.2105263157895,19,0,0.4896086519607843,16.157894736842106,2.842458402200267,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
21,22.846153846153847,437.46153846153845,26,0,0.4896086519607843,15.692307692307692,2.814947996078923,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
22,24.791044776119403,1039.6567164179105,67,0,0.4896086519607843,12.447761194029852,2.598812638217372,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
23,24.096774193548388,1209.5806451612902,31,0,0.4896086519607843,11.870967741935484,2.554974212404717,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
24,25.571428571428573,1108.9714285714285,35,0,0.4896086519607843,8.314285714285715,2.231549319877294,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
27,25.88235294117647,805.4117647058823,17,0,0.4896086519607843,17.235294117647058,2.903358953422976,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
28,29.09090909090909,699.0909090909091,22,0,0.4896086519607843,45.68181818181818,3.843354756570242,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,True
29,32.0,478.8085106382979,47,0,0.4896086519607843,13.53191489361702,2.6763472578607312,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
30,31.24,496.36,25,0,0.4896086519607843,16.4,2.856470206220483,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
31,31.238095238095237,963.1904761904761,21,0,0.4896086519607843,15.761904761904763,2.819108737874674,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
33,33.64705882352941,510.29411764705884,17,0,0.4896086519607843,16.705882352941178,2.8738969206926597,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
34,34.6,771.95,20,0,0.4896086519607843,14.35,2.731115474033206,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
35,36.578947368421055,578.578947368421,19,0,0.4896086519607843,17.36842105263158,2.9106329430359867,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
36,40.24,1108.04,50,0,0.4896086519607843,10.9,2.4765384001174837,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
37,41.06060606060606,949.9090909090909,33,0,0.4896086519607843,13.333333333333334,2.662587827025453,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
38,43.53333333333333,715.6666666666666,15,0,0.4896086519607843,13.466666666666667,2.6718471524382497,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
39,47.53125,718.875,32,0,0.4896086519607843,13.6875,2.686996791904378,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
42,55.13636363636363,1216.5454545454545,22,0,0.4896086519607843,14.0,2.70805020110221,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
44,61.48780487804878,667.780487804878,41,0,0.4896086519607843,11.853658536585366,2.5536284818370545,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
45,66.0,3.238095238095238,21,0,0.4896086519607843,17.142857142857142,2.8982769374032777,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
46,67.71428571428571,610.0714285714286,28,0,0.4896086519607843,12.642857142857142,2.613216098431371,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
50,75.65714285714286,981.2,35,0,0.4896086519607843,12.4,2.5952547069568657,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
53,84.51724137931035,765.4827586206897,58,0,0.4896086519607843,10.448275862068966,2.4378391389300145,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
54,84.72727272727273,206.6969696969697,33,0,0.4896086519607843,15.090909090909092,2.7782544597754586,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
56,84.03571428571429,617.4285714285714,28,0,0.4896086519607843,15.464285714285714,2.8011935328214443,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
57,88.18181818181819,16.84090909090909,44,0,0.4896086519607843,11.795454545454545,2.549089994221429,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
59,88.90196078431373,1127.9411764705883,51,0,0.4896086519607843,13.647058823529411,2.6842395524084917,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
60,89.95,518.9,20,0,0.4896086519607843,17.35,2.9096295745005794,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
62,92.3030303030303,959.8181818181819,33,0,0.4896086519607843,14.393939393939394,2.7339738861120018,1,724,10,70,319,405,./test_data/control2_bf.JPG,./test_data/control2_gfp.JPG,False
